"BehaviorSpace results (NetLogo 6.1.1)"
"ethnicity bias learning - bjps revisions - varying population sizes.nlogo"
"sensitivity_to_random_pairing_majority_minority"
"08/06/2022 14:22:06:914 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","25","0","9"
"[run number]","spatial?","random-pairing","mr_learning_strategy","conditional_strategies?","initial_proportion_ethnic_learning","plays_per_learn","mr_strategy","shift","[step]","success?","collapse?"
"374","false","0.2","0","false","0.5","1","0","0.1","29","false","true"
"372","false","0.2","0","false","0.5","1","0","0.1","353","true","false"
"365","false","0.2","0","false","0.5","1","0","0.1","685","true","false"
"370","false","0.2","0","false","0.5","1","0","0.1","409","true","false"
"375","false","0.2","0","false","0.5","1","0","0.1","459","true","false"
"379","false","0.2","0","false","0.5","1","0","0.1","19","false","true"
"377","false","0.2","0","false","0.5","1","0","0.1","544","true","false"
"380","false","0.2","0","false","0.5","1","0","0.1","280","true","false"
"382","false","0.2","0","false","0.5","1","0","0.1","342","true","false"
"378","false","0.2","0","false","0.5","1","0","0.1","802","true","false"
"376","false","0.2","0","false","0.5","1","0","0.1","1097","true","false"
"384","false","0.2","0","false","0.5","1","0","0.1","49","false","true"
"386","false","0.2","0","false","0.5","1","0","0.1","351","true","false"
"381","false","0.2","0","false","0.5","1","0","0.1","1020","true","false"
"385","false","0.2","0","false","0.5","1","0","0.1","517","true","false"
"389","false","0.2","0","false","0.5","1","0","0.1","35","false","true"
"390","false","0.2","0","false","0.5","1","0","0.1","41","false","true"
"383","false","0.2","0","false","0.5","1","0","0.1","758","true","false"
"388","false","0.2","0","false","0.5","1","0","0.1","434","true","false"
"393","false","0.2","0","false","0.5","1","0","0.1","26","false","true"
"394","false","0.2","0","false","0.5","1","0","0.1","25","false","true"
"391","false","0.2","0","false","0.5","1","0","0.1","445","true","false"
"387","false","0.2","0","false","0.5","1","0","0.1","566","true","false"
"395","false","0.2","0","false","0.5","1","0","0.1","323","true","false"
"392","false","0.2","0","false","0.5","1","0","0.1","875","true","false"
"399","false","0.2","0","false","0.5","1","0","0.1","70","false","true"
"400","false","0.2","0","false","0.5","1","0","0.1","42","false","true"
"398","false","0.2","0","false","0.5","1","0","0.1","390","true","false"
"402","false","0.3","0","false","0.5","1","0","0.01","20","false","true"
"403","false","0.3","0","false","0.5","1","0","0.01","25","false","true"
"401","false","0.3","0","false","0.5","1","0","0.01","302","true","false"
"405","false","0.3","0","false","0.5","1","0","0.01","40","false","true"
"406","false","0.3","0","false","0.5","1","0","0.01","43","false","true"
"397","false","0.2","0","false","0.5","1","0","0.1","724","true","false"
"408","false","0.3","0","false","0.5","1","0","0.01","35","false","true"
"404","false","0.3","0","false","0.5","1","0","0.01","481","true","false"
"396","false","0.2","0","false","0.5","1","0","0.1","1165","true","false"
"407","false","0.3","0","false","0.5","1","0","0.01","346","true","false"
"410","false","0.3","0","false","0.5","1","0","0.01","188","true","false"
"409","false","0.3","0","false","0.5","1","0","0.01","199","true","false"
"413","false","0.3","0","false","0.5","1","0","0.01","84","false","true"
"414","false","0.3","0","false","0.5","1","0","0.01","89","false","true"
"411","false","0.3","0","false","0.5","1","0","0.01","357","true","false"
"417","false","0.3","0","false","0.5","1","0","0.01","30","false","true"
"412","false","0.3","0","false","0.5","1","0","0.01","284","true","false"
"419","false","0.3","0","false","0.5","1","0","0.01","25","false","true"
"415","false","0.3","0","false","0.5","1","0","0.01","188","true","false"
"420","false","0.3","0","false","0.5","1","0","0.01","35","false","true"
"422","false","0.3","0","false","0.5","1","0","0.01","181","true","false"
"421","false","0.3","0","false","0.5","1","0","0.01","260","true","false"
"418","false","0.3","0","false","0.5","1","0","0.01","335","true","false"
"424","false","0.3","0","false","0.5","1","0","0.01","29","false","true"
"426","false","0.3","0","false","0.5","1","0","0.01","29","false","true"
"416","false","0.3","0","false","0.5","1","0","0.01","381","true","false"
"423","false","0.3","0","false","0.5","1","0","0.01","139","true","false"
"425","false","0.3","0","false","0.5","1","0","0.01","299","true","false"
"427","false","0.3","0","false","0.5","1","0","0.01","254","true","false"
"431","false","0.3","0","false","0.5","1","0","0.01","26","false","true"
"428","false","0.3","0","false","0.5","1","0","0.01","285","true","false"
"432","false","0.3","0","false","0.5","1","0","0.01","113","true","false"
"433","false","0.3","0","false","0.5","1","0","0.01","45","false","true"
"429","false","0.3","0","false","0.5","1","0","0.01","392","true","false"
"435","false","0.3","0","false","0.5","1","0","0.01","43","false","true"
"430","false","0.3","0","false","0.5","1","0","0.01","344","true","false"
"438","false","0.3","0","false","0.5","1","0","0.01","20","false","true"
"437","false","0.3","0","false","0.5","1","0","0.01","139","true","false"
"434","false","0.3","0","false","0.5","1","0","0.01","335","true","false"
"441","false","0.3","0","false","0.5","1","0","0.01","25","false","true"
"442","false","0.3","0","false","0.5","1","0","0.01","34","false","true"
"440","false","0.3","0","false","0.5","1","0","0.01","166","true","false"
"443","false","0.3","0","false","0.5","1","0","0.01","27","false","true"
"445","false","0.3","0","false","0.5","1","0","0.01","18","false","true"
"444","false","0.3","0","false","0.5","1","0","0.01","23","false","true"
"436","false","0.3","0","false","0.5","1","0","0.01","518","true","false"
"448","false","0.3","0","false","0.5","1","0","0.01","38","false","true"
"449","false","0.3","0","false","0.5","1","0","0.01","24","false","true"
"447","false","0.3","0","false","0.5","1","0","0.01","219","true","false"
"439","false","0.3","0","false","0.5","1","0","0.01","619","true","false"
"452","false","0.3","0","false","0.5","1","0","0.01","61","false","true"
"453","false","0.3","0","false","0.5","1","0","0.01","33","false","true"
"446","false","0.3","0","false","0.5","1","0","0.01","526","true","false"
"450","false","0.3","0","false","0.5","1","0","0.01","400","true","false"
"451","false","0.3","0","false","0.5","1","0","0.01","346","true","false"
"454","false","0.3","0","false","0.5","1","0","0.01","266","true","false"
"455","false","0.3","0","false","0.5","1","0","0.01","256","true","false"
"456","false","0.3","0","false","0.5","1","0","0.01","289","true","false"
"459","false","0.3","0","false","0.5","1","0","0.01","191","true","false"
"458","false","0.3","0","false","0.5","1","0","0.01","289","true","false"
"460","false","0.3","0","false","0.5","1","0","0.01","284","true","false"
"461","false","0.3","0","false","0.5","1","0","0.01","185","true","false"
"464","false","0.3","0","false","0.5","1","0","0.01","60","false","true"
"463","false","0.3","0","false","0.5","1","0","0.01","188","true","false"
"466","false","0.3","0","false","0.5","1","0","0.01","29","false","true"
"457","false","0.3","0","false","0.5","1","0","0.01","583","true","false"
"468","false","0.3","0","false","0.5","1","0","0.01","32","false","true"
"467","false","0.3","0","false","0.5","1","0","0.01","46","false","true"
"462","false","0.3","0","false","0.5","1","0","0.01","383","true","false"
"470","false","0.3","0","false","0.5","1","0","0.01","29","false","true"
"465","false","0.3","0","false","0.5","1","0","0.01","325","true","false"
"472","false","0.3","0","false","0.5","1","0","0.01","178","true","false"
"471","false","0.3","0","false","0.5","1","0","0.01","250","true","false"
"473","false","0.3","0","false","0.5","1","0","0.01","211","true","false"
"475","false","0.3","0","false","0.5","1","0","0.01","101","true","false"
"477","false","0.3","0","false","0.5","1","0","0.01","25","false","true"
"478","false","0.3","0","false","0.5","1","0","0.01","275","true","false"
"474","false","0.3","0","false","0.5","1","0","0.01","508","true","false"
"476","false","0.3","0","false","0.5","1","0","0.01","359","true","false"
"480","false","0.3","0","false","0.5","1","0","0.01","25","false","true"
"481","false","0.3","0","false","0.5","1","0","0.01","162","true","false"
"479","false","0.3","0","false","0.5","1","0","0.01","309","true","false"
"469","false","0.3","0","false","0.5","1","0","0.01","846","true","false"
"484","false","0.3","0","false","0.5","1","0","0.01","133","true","false"
"482","false","0.3","0","false","0.5","1","0","0.01","393","true","false"
"483","false","0.3","0","false","0.5","1","0","0.01","282","true","false"
"487","false","0.3","0","false","0.5","1","0","0.01","25","false","true"
"489","false","0.3","0","false","0.5","1","0","0.01","21","false","true"
"488","false","0.3","0","false","0.5","1","0","0.01","33","false","true"
"486","false","0.3","0","false","0.5","1","0","0.01","165","true","false"
"485","false","0.3","0","false","0.5","1","0","0.01","374","true","false"
"491","false","0.3","0","false","0.5","1","0","0.01","254","true","false"
"493","false","0.3","0","false","0.5","1","0","0.01","29","false","true"
"492","false","0.3","0","false","0.5","1","0","0.01","242","true","false"
"490","false","0.3","0","false","0.5","1","0","0.01","369","true","false"
"496","false","0.3","0","false","0.5","1","0","0.01","32","false","true"
"494","false","0.3","0","false","0.5","1","0","0.01","278","true","false"
"495","false","0.3","0","false","0.5","1","0","0.01","252","true","false"
"497","false","0.3","0","false","0.5","1","0","0.01","199","true","false"
"501","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"502","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"503","false","0.3","0","false","0.5","1","0","0.1","26","false","true"
"504","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"505","false","0.3","0","false","0.5","1","0","0.1","16","false","true"
"506","false","0.3","0","false","0.5","1","0","0.1","17","false","true"
"499","false","0.3","0","false","0.5","1","0","0.01","271","true","false"
"498","false","0.3","0","false","0.5","1","0","0.01","424","true","false"
"508","false","0.3","0","false","0.5","1","0","0.1","33","false","true"
"510","false","0.3","0","false","0.5","1","0","0.1","23","false","true"
"507","false","0.3","0","false","0.5","1","0","0.1","168","true","false"
"511","false","0.3","0","false","0.5","1","0","0.1","19","false","true"
"500","false","0.3","0","false","0.5","1","0","0.01","332","true","false"
"513","false","0.3","0","false","0.5","1","0","0.1","15","false","true"
"514","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"515","false","0.3","0","false","0.5","1","0","0.1","35","false","true"
"516","false","0.3","0","false","0.5","1","0","0.1","19","false","true"
"517","false","0.3","0","false","0.5","1","0","0.1","33","false","true"
"518","false","0.3","0","false","0.5","1","0","0.1","27","false","true"
"512","false","0.3","0","false","0.5","1","0","0.1","180","true","false"
"519","false","0.3","0","false","0.5","1","0","0.1","109","true","false"
"521","false","0.3","0","false","0.5","1","0","0.1","20","false","true"
"509","false","0.3","0","false","0.5","1","0","0.1","289","true","false"
"524","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"523","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"525","false","0.3","0","false","0.5","1","0","0.1","22","false","true"
"520","false","0.3","0","false","0.5","1","0","0.1","148","true","false"
"526","false","0.3","0","false","0.5","1","0","0.1","38","false","true"
"528","false","0.3","0","false","0.5","1","0","0.1","23","false","true"
"527","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"529","false","0.3","0","false","0.5","1","0","0.1","33","false","true"
"530","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"531","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"532","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"534","false","0.3","0","false","0.5","1","0","0.1","36","false","true"
"536","false","0.3","0","false","0.5","1","0","0.1","27","false","true"
"537","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"538","false","0.3","0","false","0.5","1","0","0.1","32","false","true"
"522","false","0.3","0","false","0.5","1","0","0.1","250","true","false"
"539","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"540","false","0.3","0","false","0.5","1","0","0.1","19","false","true"
"541","false","0.3","0","false","0.5","1","0","0.1","30","false","true"
"542","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"544","false","0.3","0","false","0.5","1","0","0.1","41","false","true"
"535","false","0.3","0","false","0.5","1","0","0.1","215","true","false"
"545","false","0.3","0","false","0.5","1","0","0.1","20","false","true"
"533","false","0.3","0","false","0.5","1","0","0.1","238","true","false"
"546","false","0.3","0","false","0.5","1","0","0.1","21","false","true"
"547","false","0.3","0","false","0.5","1","0","0.1","26","false","true"
"549","false","0.3","0","false","0.5","1","0","0.1","16","false","true"
"548","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"550","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"551","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"552","false","0.3","0","false","0.5","1","0","0.1","32","false","true"
"553","false","0.3","0","false","0.5","1","0","0.1","21","false","true"
"554","false","0.3","0","false","0.5","1","0","0.1","29","false","true"
"556","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"557","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"558","false","0.3","0","false","0.5","1","0","0.1","29","false","true"
"555","false","0.3","0","false","0.5","1","0","0.1","62","false","true"
"559","false","0.3","0","false","0.5","1","0","0.1","29","false","true"
"560","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"561","false","0.3","0","false","0.5","1","0","0.1","17","false","true"
"562","false","0.3","0","false","0.5","1","0","0.1","76","false","true"
"565","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"566","false","0.3","0","false","0.5","1","0","0.1","17","false","true"
"567","false","0.3","0","false","0.5","1","0","0.1","26","false","true"
"568","false","0.3","0","false","0.5","1","0","0.1","15","false","true"
"569","false","0.3","0","false","0.5","1","0","0.1","19","false","true"
"570","false","0.3","0","false","0.5","1","0","0.1","13","false","true"
"571","false","0.3","0","false","0.5","1","0","0.1","15","false","true"
"572","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"573","false","0.3","0","false","0.5","1","0","0.1","32","false","true"
"574","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"575","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"576","false","0.3","0","false","0.5","1","0","0.1","19","false","true"
"577","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"564","false","0.3","0","false","0.5","1","0","0.1","333","true","false"
"578","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"543","false","0.3","0","false","0.5","1","0","0.1","625","true","false"
"580","false","0.3","0","false","0.5","1","0","0.1","24","false","true"
"579","false","0.3","0","false","0.5","1","0","0.1","31","false","true"
"581","false","0.3","0","false","0.5","1","0","0.1","26","false","true"
"582","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"583","false","0.3","0","false","0.5","1","0","0.1","16","false","true"
"584","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"586","false","0.3","0","false","0.5","1","0","0.1","25","false","true"
"587","false","0.3","0","false","0.5","1","0","0.1","17","false","true"
"563","false","0.3","0","false","0.5","1","0","0.1","473","true","false"
"589","false","0.3","0","false","0.5","1","0","0.1","21","false","true"
"588","false","0.3","0","false","0.5","1","0","0.1","28","false","true"
"590","false","0.3","0","false","0.5","1","0","0.1","21","false","true"
"592","false","0.3","0","false","0.5","1","0","0.1","26","false","true"
"591","false","0.3","0","false","0.5","1","0","0.1","42","false","true"
"594","false","0.3","0","false","0.5","1","0","0.1","30","false","true"
"595","false","0.3","0","false","0.5","1","0","0.1","21","false","true"
"597","false","0.3","0","false","0.5","1","0","0.1","15","false","true"
"596","false","0.3","0","false","0.5","1","0","0.1","23","false","true"
"598","false","0.3","0","false","0.5","1","0","0.1","18","false","true"
"599","false","0.3","0","false","0.5","1","0","0.1","20","false","true"
"600","false","0.3","0","false","0.5","1","0","0.1","15","false","true"
"602","false","0.4","0","false","0.5","1","0","0.01","20","false","true"
"601","false","0.4","0","false","0.5","1","0","0.01","26","false","true"
"585","false","0.3","0","false","0.5","1","0","0.1","215","true","false"
"604","false","0.4","0","false","0.5","1","0","0.01","29","false","true"
"605","false","0.4","0","false","0.5","1","0","0.01","32","false","true"
"607","false","0.4","0","false","0.5","1","0","0.01","15","false","true"
"603","false","0.4","0","false","0.5","1","0","0.01","167","true","false"
"609","false","0.4","0","false","0.5","1","0","0.01","40","false","true"
"608","false","0.4","0","false","0.5","1","0","0.01","180","true","false"
"611","false","0.4","0","false","0.5","1","0","0.01","30","false","true"
"612","false","0.4","0","false","0.5","1","0","0.01","34","false","true"
"593","false","0.3","0","false","0.5","1","0","0.1","459","true","false"
"613","false","0.4","0","false","0.5","1","0","0.01","27","false","true"
"615","false","0.4","0","false","0.5","1","0","0.01","31","false","true"
"616","false","0.4","0","false","0.5","1","0","0.01","19","false","true"
"610","false","0.4","0","false","0.5","1","0","0.01","225","true","false"
"617","false","0.4","0","false","0.5","1","0","0.01","53","false","true"
"618","false","0.4","0","false","0.5","1","0","0.01","32","false","true"
"620","false","0.4","0","false","0.5","1","0","0.01","27","false","true"
"621","false","0.4","0","false","0.5","1","0","0.01","28","false","true"
"614","false","0.4","0","false","0.5","1","0","0.01","268","true","false"
"623","false","0.4","0","false","0.5","1","0","0.01","30","false","true"
"624","false","0.4","0","false","0.5","1","0","0.01","18","false","true"
"606","false","0.4","0","false","0.5","1","0","0.01","544","true","false"
"625","false","0.4","0","false","0.5","1","0","0.01","33","false","true"
"626","false","0.4","0","false","0.5","1","0","0.01","53","false","true"
"627","false","0.4","0","false","0.5","1","0","0.01","52","false","true"
"622","false","0.4","0","false","0.5","1","0","0.01","214","true","false"
"629","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"628","false","0.4","0","false","0.5","1","0","0.01","43","false","true"
"631","false","0.4","0","false","0.5","1","0","0.01","28","false","true"
"630","false","0.4","0","false","0.5","1","0","0.01","55","false","true"
"632","false","0.4","0","false","0.5","1","0","0.01","31","false","true"
"633","false","0.4","0","false","0.5","1","0","0.01","26","false","true"
"635","false","0.4","0","false","0.5","1","0","0.01","19","false","true"
"634","false","0.4","0","false","0.5","1","0","0.01","27","false","true"
"636","false","0.4","0","false","0.5","1","0","0.01","17","false","true"
"619","false","0.4","0","false","0.5","1","0","0.01","385","true","false"
"637","false","0.4","0","false","0.5","1","0","0.01","17","false","true"
"638","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"642","false","0.4","0","false","0.5","1","0","0.01","23","false","true"
"640","false","0.4","0","false","0.5","1","0","0.01","40","false","true"
"643","false","0.4","0","false","0.5","1","0","0.01","20","false","true"
"644","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"641","false","0.4","0","false","0.5","1","0","0.01","54","false","true"
"646","false","0.4","0","false","0.5","1","0","0.01","16","false","true"
"639","false","0.4","0","false","0.5","1","0","0.01","84","false","true"
"647","false","0.4","0","false","0.5","1","0","0.01","23","false","true"
"648","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"645","false","0.4","0","false","0.5","1","0","0.01","48","false","true"
"649","false","0.4","0","false","0.5","1","0","0.01","27","false","true"
"650","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"651","false","0.4","0","false","0.5","1","0","0.01","32","false","true"
"655","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"654","false","0.4","0","false","0.5","1","0","0.01","41","false","true"
"656","false","0.4","0","false","0.5","1","0","0.01","25","false","true"
"657","false","0.4","0","false","0.5","1","0","0.01","36","false","true"
"658","false","0.4","0","false","0.5","1","0","0.01","26","false","true"
"660","false","0.4","0","false","0.5","1","0","0.01","24","false","true"
"661","false","0.4","0","false","0.5","1","0","0.01","26","false","true"
"662","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"653","false","0.4","0","false","0.5","1","0","0.01","199","true","false"
"664","false","0.4","0","false","0.5","1","0","0.01","38","false","true"
"652","false","0.4","0","false","0.5","1","0","0.01","245","true","false"
"666","false","0.4","0","false","0.5","1","0","0.01","17","false","true"
"667","false","0.4","0","false","0.5","1","0","0.01","94","true","false"
"665","false","0.4","0","false","0.5","1","0","0.01","124","true","false"
"668","false","0.4","0","false","0.5","1","0","0.01","16","false","true"
"670","false","0.4","0","false","0.5","1","0","0.01","28","false","true"
"671","false","0.4","0","false","0.5","1","0","0.01","17","false","true"
"663","false","0.4","0","false","0.5","1","0","0.01","256","true","false"
"672","false","0.4","0","false","0.5","1","0","0.01","38","false","true"
"673","false","0.4","0","false","0.5","1","0","0.01","149","true","false"
"669","false","0.4","0","false","0.5","1","0","0.01","218","true","false"
"676","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"675","false","0.4","0","false","0.5","1","0","0.01","28","false","true"
"677","false","0.4","0","false","0.5","1","0","0.01","41","false","true"
"674","false","0.4","0","false","0.5","1","0","0.01","203","true","false"
"659","false","0.4","0","false","0.5","1","0","0.01","522","true","false"
"679","false","0.4","0","false","0.5","1","0","0.01","34","false","true"
"681","false","0.4","0","false","0.5","1","0","0.01","37","false","true"
"680","false","0.4","0","false","0.5","1","0","0.01","65","false","true"
"684","false","0.4","0","false","0.5","1","0","0.01","22","false","true"
"683","false","0.4","0","false","0.5","1","0","0.01","52","false","true"
"685","false","0.4","0","false","0.5","1","0","0.01","31","false","true"
"678","false","0.4","0","false","0.5","1","0","0.01","190","true","false"
"687","false","0.4","0","false","0.5","1","0","0.01","20","false","true"
"688","false","0.4","0","false","0.5","1","0","0.01","55","false","true"
"690","false","0.4","0","false","0.5","1","0","0.01","34","false","true"
"691","false","0.4","0","false","0.5","1","0","0.01","31","false","true"
"682","false","0.4","0","false","0.5","1","0","0.01","243","true","false"
"692","false","0.4","0","false","0.5","1","0","0.01","25","false","true"
"686","false","0.4","0","false","0.5","1","0","0.01","212","true","false"
"689","false","0.4","0","false","0.5","1","0","0.01","211","true","false"
"696","false","0.4","0","false","0.5","1","0","0.01","17","false","true"
"697","false","0.4","0","false","0.5","1","0","0.01","33","false","true"
"694","false","0.4","0","false","0.5","1","0","0.01","204","true","false"
"698","false","0.4","0","false","0.5","1","0","0.01","121","true","false"
"700","false","0.4","0","false","0.5","1","0","0.01","20","false","true"
"699","false","0.4","0","false","0.5","1","0","0.01","60","false","true"
"701","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"693","false","0.4","0","false","0.5","1","0","0.01","291","true","false"
"702","false","0.4","0","false","0.5","1","0","0.1","26","false","true"
"703","false","0.4","0","false","0.5","1","0","0.1","27","false","true"
"695","false","0.4","0","false","0.5","1","0","0.01","219","true","false"
"704","false","0.4","0","false","0.5","1","0","0.1","30","false","true"
"705","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"707","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"709","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"706","false","0.4","0","false","0.5","1","0","0.1","26","false","true"
"708","false","0.4","0","false","0.5","1","0","0.1","24","false","true"
"710","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"712","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"711","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"713","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"714","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"715","false","0.4","0","false","0.5","1","0","0.1","26","false","true"
"718","false","0.4","0","false","0.5","1","0","0.1","14","false","true"
"716","false","0.4","0","false","0.5","1","0","0.1","32","false","true"
"719","false","0.4","0","false","0.5","1","0","0.1","20","false","true"
"721","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"720","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"722","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"723","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"724","false","0.4","0","false","0.5","1","0","0.1","24","false","true"
"726","false","0.4","0","false","0.5","1","0","0.1","14","false","true"
"725","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"728","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"729","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"727","false","0.4","0","false","0.5","1","0","0.1","24","false","true"
"731","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"730","false","0.4","0","false","0.5","1","0","0.1","21","false","true"
"732","false","0.4","0","false","0.5","1","0","0.1","22","false","true"
"734","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"733","false","0.4","0","false","0.5","1","0","0.1","20","false","true"
"736","false","0.4","0","false","0.5","1","0","0.1","14","false","true"
"735","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"717","false","0.4","0","false","0.5","1","0","0.1","145","true","false"
"737","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"738","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"739","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"741","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"740","false","0.4","0","false","0.5","1","0","0.1","25","false","true"
"742","false","0.4","0","false","0.5","1","0","0.1","20","false","true"
"743","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"745","false","0.4","0","false","0.5","1","0","0.1","14","false","true"
"744","false","0.4","0","false","0.5","1","0","0.1","27","false","true"
"748","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"746","false","0.4","0","false","0.5","1","0","0.1","21","false","true"
"747","false","0.4","0","false","0.5","1","0","0.1","20","false","true"
"749","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"750","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"752","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"753","false","0.4","0","false","0.5","1","0","0.1","21","false","true"
"751","false","0.4","0","false","0.5","1","0","0.1","29","false","true"
"755","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"754","false","0.4","0","false","0.5","1","0","0.1","26","false","true"
"758","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"756","false","0.4","0","false","0.5","1","0","0.1","33","false","true"
"759","false","0.4","0","false","0.5","1","0","0.1","21","false","true"
"757","false","0.4","0","false","0.5","1","0","0.1","43","false","true"
"761","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"763","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"760","false","0.4","0","false","0.5","1","0","0.1","25","false","true"
"762","false","0.4","0","false","0.5","1","0","0.1","23","false","true"
"765","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"767","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"766","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"768","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"769","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"764","false","0.4","0","false","0.5","1","0","0.1","51","false","true"
"771","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"770","false","0.4","0","false","0.5","1","0","0.1","29","false","true"
"773","false","0.4","0","false","0.5","1","0","0.1","14","false","true"
"772","false","0.4","0","false","0.5","1","0","0.1","28","false","true"
"776","false","0.4","0","false","0.5","1","0","0.1","13","false","true"
"775","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"774","false","0.4","0","false","0.5","1","0","0.1","22","false","true"
"777","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"778","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"780","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"779","false","0.4","0","false","0.5","1","0","0.1","22","false","true"
"782","false","0.4","0","false","0.5","1","0","0.1","13","false","true"
"783","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"781","false","0.4","0","false","0.5","1","0","0.1","36","false","true"
"786","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"785","false","0.4","0","false","0.5","1","0","0.1","24","false","true"
"784","false","0.4","0","false","0.5","1","0","0.1","24","false","true"
"787","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"788","false","0.4","0","false","0.5","1","0","0.1","13","false","true"
"789","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"791","false","0.4","0","false","0.5","1","0","0.1","13","false","true"
"790","false","0.4","0","false","0.5","1","0","0.1","20","false","true"
"792","false","0.4","0","false","0.5","1","0","0.1","15","false","true"
"794","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"793","false","0.4","0","false","0.5","1","0","0.1","25","false","true"
"795","false","0.4","0","false","0.5","1","0","0.1","17","false","true"
"796","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"797","false","0.4","0","false","0.5","1","0","0.1","16","false","true"
"798","false","0.4","0","false","0.5","1","0","0.1","19","false","true"
"799","false","0.4","0","false","0.5","1","0","0.1","18","false","true"
"801","false","0.5","0","false","0.5","1","0","0.01","19","false","true"
