"[run number]","mr_marker","random-pairing","game","mr_learning_style","ethnic_bias?","mr_strategy","[step]","success?","collapse?"
"787","0","0.2","4","0","true","0","862","true","false"
"786","0","0.2","4","0","true","0","1070","true","false"
"790","0","0.2","4","0","true","0","402","true","false"
"789","0","0.2","4","0","true","0","761","true","false"
"792","0","0.2","4","0","true","0","358","true","false"
"794","0","0.2","4","0","true","0","448","true","false"
"795","0","0.2","4","0","true","0","451","true","false"
"797","0","0.2","4","0","true","0","220","true","false"
"791","0","0.2","4","0","true","0","1189","true","false"
"796","0","0.2","4","0","true","0","454","true","false"
"798","0","0.2","4","0","true","0","891","true","false"
"801","0","0.3","1","0","true","0","42","false","true"
"793","0","0.2","4","0","true","0","1712","true","false"
"803","0","0.3","1","0","true","0","33","false","true"
"799","0","0.2","4","0","true","0","771","true","false"
"800","0","0.2","4","0","true","0","926","true","false"
"802","0","0.3","1","0","true","0","260","true","false"
"806","0","0.3","1","0","true","0","185","true","false"
"804","0","0.3","1","0","true","0","420","true","false"
"809","0","0.3","1","0","true","0","24","false","true"
"810","0","0.3","1","0","true","0","58","false","true"
"805","0","0.3","1","0","true","0","474","true","false"
"811","0","0.3","1","0","true","0","179","true","false"
"807","0","0.3","1","0","true","0","520","true","false"
"814","0","0.3","1","0","true","0","37","false","true"
"815","0","0.3","1","0","true","0","36","false","true"
"812","0","0.3","1","0","true","0","290","true","false"
"817","0","0.3","1","0","true","0","54","false","true"
"813","0","0.3","1","0","true","0","251","true","false"
"818","0","0.3","1","0","true","0","105","true","false"
"816","0","0.3","1","0","true","0","215","true","false"
"808","0","0.3","1","0","true","0","772","true","false"
"822","0","0.3","1","0","true","0","54","false","true"
"819","0","0.3","1","0","true","0","244","true","false"
"820","0","0.3","1","0","true","0","180","true","false"
"821","0","0.3","1","0","true","0","169","true","false"
"825","0","0.3","1","0","true","0","31","false","true"
"823","0","0.3","1","0","true","0","248","true","false"
"828","0","0.3","1","0","true","0","42","false","true"
"829","0","0.3","1","0","true","0","31","false","true"
"826","0","0.3","1","0","true","0","253","true","false"
"831","0","0.3","1","0","true","0","23","false","true"
"830","0","0.3","1","0","true","0","61","false","true"
"827","0","0.3","1","0","true","0","280","true","false"
"834","0","0.3","1","0","true","0","32","false","true"
"835","0","0.3","1","0","true","0","29","false","true"
"836","0","0.3","1","0","true","0","21","false","true"
"837","0","0.3","1","0","true","0","41","false","true"
"832","0","0.3","1","0","true","0","241","true","false"
"824","0","0.3","1","0","true","0","557","true","false"
"840","0","0.3","1","0","true","0","29","false","true"
"833","0","0.3","1","0","true","0","314","true","false"
"838","0","0.3","1","0","true","0","186","true","false"
"842","0","0.3","1","0","true","0","78","false","true"
"839","0","0.3","1","0","true","0","305","true","false"
"841","0","0.3","1","0","true","0","284","true","false"
"843","0","0.3","1","0","true","0","254","true","false"
"844","0","0.3","1","0","true","0","273","true","false"
"846","0","0.3","1","0","true","0","258","true","false"
"845","0","0.3","1","0","true","0","386","true","false"
"847","0","0.3","1","0","true","0","321","true","false"
"851","0","0.3","1","0","true","0","32","false","true"
"849","0","0.3","1","0","true","0","266","true","false"
"848","0","0.3","1","0","true","0","458","true","false"
"850","0","0.3","1","0","true","0","299","true","false"
"855","0","0.3","1","0","true","0","72","false","true"
"853","0","0.3","1","0","true","0","300","true","false"
"857","0","0.3","1","0","true","0","71","false","true"
"852","0","0.3","1","0","true","0","414","true","false"
"859","0","0.3","1","0","true","0","22","false","true"
"860","0","0.3","1","0","true","0","19","false","true"
"856","0","0.3","1","0","true","0","409","true","false"
"858","0","0.3","1","0","true","0","265","true","false"
"862","0","0.3","1","0","true","0","18","false","true"
"861","0","0.3","1","0","true","0","306","true","false"
"854","0","0.3","1","0","true","0","854","true","false"
"863","0","0.3","1","0","true","0","328","true","false"
"865","0","0.3","1","0","true","0","231","true","false"
"866","0","0.3","1","0","true","0","168","true","false"
"868","0","0.3","1","0","true","0","23","false","true"
"867","0","0.3","1","0","true","0","178","true","false"
"871","0","0.3","1","0","true","0","18","false","true"
"864","0","0.3","1","0","true","0","561","true","false"
"872","0","0.3","1","0","true","0","80","false","true"
"873","0","0.3","1","0","true","0","62","false","true"
"874","0","0.3","1","0","true","0","27","false","true"
"875","0","0.3","1","0","true","0","132","true","false"
"869","0","0.3","1","0","true","0","333","true","false"
"870","0","0.3","1","0","true","0","507","true","false"
"878","0","0.3","1","0","true","0","239","true","false"
"879","0","0.3","1","0","true","0","33","false","true"
"876","0","0.3","1","0","true","0","405","true","false"
"877","0","0.3","1","0","true","0","304","true","false"
"881","0","0.3","1","0","true","0","39","false","true"
"883","0","0.3","1","0","true","0","29","false","true"
"884","0","0.3","1","0","true","0","40","false","true"
"882","0","0.3","1","0","true","0","258","true","false"
"880","0","0.3","1","0","true","0","345","true","false"
"885","0","0.3","1","0","true","0","449","true","false"
"886","0","0.3","1","0","true","0","433","true","false"
"889","0","0.3","1","0","true","0","262","true","false"
"891","0","0.3","1","0","true","0","21","false","true"
"887","0","0.3","1","0","true","0","548","true","false"
"888","0","0.3","1","0","true","0","489","true","false"
"892","0","0.3","1","0","true","0","57","false","true"
"893","0","0.3","1","0","true","0","137","true","false"
"895","0","0.3","1","0","true","0","191","true","false"
"896","0","0.3","1","0","true","0","91","false","true"
"890","0","0.3","1","0","true","0","469","true","false"
"894","0","0.3","1","0","true","0","270","true","false"
"900","0","0.3","1","0","true","0","33","false","true"
"901","0","0.3","2","0","true","0","28","false","true"
"897","0","0.3","1","0","true","0","279","true","false"
"898","0","0.3","1","0","true","0","284","true","false"
"904","0","0.3","2","0","true","0","214","true","false"
"903","0","0.3","2","0","true","0","246","true","false"
"902","0","0.3","2","0","true","0","450","true","false"
"899","0","0.3","1","0","true","0","551","true","false"
"907","0","0.3","2","0","true","0","239","true","false"
"905","0","0.3","2","0","true","0","311","true","false"
"908","0","0.3","2","0","true","0","216","true","false"
"911","0","0.3","2","0","true","0","36","false","true"
"906","0","0.3","2","0","true","0","381","true","false"
"909","0","0.3","2","0","true","0","134","true","false"
"912","0","0.3","2","0","true","0","192","true","false"
"910","0","0.3","2","0","true","0","348","true","false"
"916","0","0.3","2","0","true","0","26","false","true"
"913","0","0.3","2","0","true","0","308","true","false"
"915","0","0.3","2","0","true","0","173","false","true"
"919","0","0.3","2","0","true","0","24","false","true"
"914","0","0.3","2","0","true","0","435","true","false"
"918","0","0.3","2","0","true","0","185","true","false"
"921","0","0.3","2","0","true","0","36","false","true"
"917","0","0.3","2","0","true","0","295","true","false"
"920","0","0.3","2","0","true","0","180","true","false"
"924","0","0.3","2","0","true","0","32","false","true"
"923","0","0.3","2","0","true","0","163","true","false"
"922","0","0.3","2","0","true","0","210","true","false"
"928","0","0.3","2","0","true","0","28","false","true"
"926","0","0.3","2","0","true","0","174","true","false"
"930","0","0.3","2","0","true","0","64","false","true"
"925","0","0.3","2","0","true","0","281","true","false"
"929","0","0.3","2","0","true","0","213","true","false"
"927","0","0.3","2","0","true","0","354","true","false"
"932","0","0.3","2","0","true","0","314","true","false"
"934","0","0.3","2","0","true","0","256","true","false"
"935","0","0.3","2","0","true","0","40","false","true"
"936","0","0.3","2","0","true","0","50","false","true"
"931","0","0.3","2","0","true","0","500","true","false"
"937","0","0.3","2","0","true","0","46","false","true"
"939","0","0.3","2","0","true","0","58","false","true"
"933","0","0.3","2","0","true","0","701","true","false"
"942","0","0.3","2","0","true","0","28","false","true"
"938","0","0.3","2","0","true","0","460","true","false"
"940","0","0.3","2","0","true","0","429","true","false"
"943","0","0.3","2","0","true","0","237","true","false"
"946","0","0.3","2","0","true","0","32","false","true"
"945","0","0.3","2","0","true","0","148","true","false"
"944","0","0.3","2","0","true","0","192","true","false"
"948","0","0.3","2","0","true","0","34","false","true"
"941","0","0.3","2","0","true","0","623","true","false"
"947","0","0.3","2","0","true","0","247","true","false"
"949","0","0.3","2","0","true","0","304","true","false"
"953","0","0.3","2","0","true","0","23","false","true"
"951","0","0.3","2","0","true","0","389","true","false"
"952","0","0.3","2","0","true","0","248","true","false"
"955","0","0.3","2","0","true","0","25","false","true"
"957","0","0.3","2","0","true","0","43","false","true"
"956","0","0.3","2","0","true","0","237","true","false"
"958","0","0.3","2","0","true","0","197","true","false"
"960","0","0.3","2","0","true","0","16","false","true"
"954","0","0.3","2","0","true","0","384","true","false"
"950","0","0.3","2","0","true","0","650","true","false"
"961","0","0.3","2","0","true","0","358","true","false"
"959","0","0.3","2","0","true","0","398","true","false"
"965","0","0.3","2","0","true","0","29","false","true"
"963","0","0.3","2","0","true","0","341","true","false"
"962","0","0.3","2","0","true","0","520","true","false"
"968","0","0.3","2","0","true","0","24","false","true"
"964","0","0.3","2","0","true","0","473","true","false"
"967","0","0.3","2","0","true","0","416","true","false"
"969","0","0.3","2","0","true","0","388","true","false"
"972","0","0.3","2","0","true","0","44","false","true"
"970","0","0.3","2","0","true","0","264","true","false"
"966","0","0.3","2","0","true","0","769","true","false"
"974","0","0.3","2","0","true","0","103","true","false"
"975","0","0.3","2","0","true","0","151","true","false"
"977","0","0.3","2","0","true","0","19","false","true"
"978","0","0.3","2","0","true","0","37","false","true"
"973","0","0.3","2","0","true","0","339","true","false"
"976","0","0.3","2","0","true","0","246","true","false"
"971","0","0.3","2","0","true","0","666","true","false"
"980","0","0.3","2","0","true","0","262","true","false"
"983","0","0.3","2","0","true","0","27","false","true"
"979","0","0.3","2","0","true","0","317","true","false"
"982","0","0.3","2","0","true","0","234","true","false"
"981","0","0.3","2","0","true","0","465","true","false"
"984","0","0.3","2","0","true","0","308","true","false"
"985","0","0.3","2","0","true","0","373","true","false"
"986","0","0.3","2","0","true","0","282","true","false"
"988","0","0.3","2","0","true","0","216","true","false"
"987","0","0.3","2","0","true","0","330","true","false"
"991","0","0.3","2","0","true","0","61","false","true"
"989","0","0.3","2","0","true","0","349","true","false"
"992","0","0.3","2","0","true","0","195","true","false"
"995","0","0.3","2","0","true","0","38","false","true"
"990","0","0.3","2","0","true","0","301","true","false"
"993","0","0.3","2","0","true","0","313","true","false"
"996","0","0.3","2","0","true","0","142","true","false"
"999","0","0.3","2","0","true","0","35","false","true"
"1000","0","0.3","2","0","true","0","206","true","false"
"994","0","0.3","2","0","true","0","465","true","false"
"1001","0","0.3","3","0","true","0","20","false","true"
"1002","0","0.3","3","0","true","0","22","false","true"
"997","0","0.3","2","0","true","0","467","true","false"
"1005","0","0.3","3","0","true","0","57","false","true"
"1006","0","0.3","3","0","true","0","22","false","true"
"1003","0","0.3","3","0","true","0","350","true","false"
"1008","0","0.3","3","0","true","0","17","false","true"
"998","0","0.3","2","0","true","0","732","true","false"
"1010","0","0.3","3","0","true","0","19","false","true"
"1004","0","0.3","3","0","true","0","466","true","false"
"1011","0","0.3","3","0","true","0","31","false","true"
"1007","0","0.3","3","0","true","0","263","true","false"
"1014","0","0.3","3","0","true","0","19","false","true"
"1009","0","0.3","3","0","true","0","187","true","false"
"1013","0","0.3","3","0","true","0","117","true","false"
"1017","0","0.3","3","0","true","0","32","false","true"
"1015","0","0.3","3","0","true","0","271","true","false"
"1012","0","0.3","3","0","true","0","393","true","false"
"1019","0","0.3","3","0","true","0","67","false","true"
"1016","0","0.3","3","0","true","0","366","true","false"
"1020","0","0.3","3","0","true","0","179","true","false"
"1018","0","0.3","3","0","true","0","564","true","false"
"1024","0","0.3","3","0","true","0","20","false","true"
"1021","0","0.3","3","0","true","0","310","true","false"
"1026","0","0.3","3","0","true","0","38","false","true"
"1023","0","0.3","3","0","true","0","233","true","false"
"1027","0","0.3","3","0","true","0","36","false","true"
"1022","0","0.3","3","0","true","0","522","true","false"
"1028","0","0.3","3","0","true","0","193","true","false"
"1031","0","0.3","3","0","true","0","36","false","true"
"1025","0","0.3","3","0","true","0","360","true","false"
"1030","0","0.3","3","0","true","0","239","true","false"
"1029","0","0.3","3","0","true","0","340","true","false"
"1034","0","0.3","3","0","true","0","30","false","true"
"1033","0","0.3","3","0","true","0","215","true","false"
"1035","0","0.3","3","0","true","0","180","true","false"
"1032","0","0.3","3","0","true","0","411","true","false"
"1036","0","0.3","3","0","true","0","299","true","false"
"1040","0","0.3","3","0","true","0","80","false","true"
"1041","0","0.3","3","0","true","0","20","false","true"
"1039","0","0.3","3","0","true","0","209","true","false"
"1038","0","0.3","3","0","true","0","361","true","false"
"1037","0","0.3","3","0","true","0","477","true","false"
"1044","0","0.3","3","0","true","0","33","false","true"
"1045","0","0.3","3","0","true","0","40","false","true"
"1042","0","0.3","3","0","true","0","209","true","false"
"1048","0","0.3","3","0","true","0","19","false","true"
"1049","0","0.3","3","0","true","0","25","false","true"
"1043","0","0.3","3","0","true","0","255","true","false"
"1050","0","0.3","3","0","true","0","265","true","false"
"1046","0","0.3","3","0","true","0","309","true","false"
"1051","0","0.3","3","0","true","0","280","true","false"
"1053","0","0.3","3","0","true","0","17","false","true"
"1047","0","0.3","3","0","true","0","465","true","false"
"1055","0","0.3","3","0","true","0","250","true","false"
"1054","0","0.3","3","0","true","0","278","true","false"
"1056","0","0.3","3","0","true","0","292","true","false"
"1052","0","0.3","3","0","true","0","456","true","false"
"1060","0","0.3","3","0","true","0","19","false","true"
"1061","0","0.3","3","0","true","0","110","true","false"
"1059","0","0.3","3","0","true","0","155","true","false"
"1058","0","0.3","3","0","true","0","301","true","false"
"1062","0","0.3","3","0","true","0","152","true","false"
"1057","0","0.3","3","0","true","0","418","true","false"
"1065","0","0.3","3","0","true","0","17","false","true"
"1064","0","0.3","3","0","true","0","212","true","false"
"1063","0","0.3","3","0","true","0","286","true","false"
"1066","0","0.3","3","0","true","0","201","true","false"
"1070","0","0.3","3","0","true","0","24","false","true"
"1071","0","0.3","3","0","true","0","29","false","true"
"1068","0","0.3","3","0","true","0","246","true","false"
"1072","0","0.3","3","0","true","0","72","false","true"
"1074","0","0.3","3","0","true","0","43","false","true"
"1069","0","0.3","3","0","true","0","382","true","false"
"1067","0","0.3","3","0","true","0","558","true","false"
"1073","0","0.3","3","0","true","0","337","true","false"
"1076","0","0.3","3","0","true","0","155","true","false"
"1078","0","0.3","3","0","true","0","20","false","true"
"1080","0","0.3","3","0","true","0","26","false","true"
"1081","0","0.3","3","0","true","0","38","false","true"
"1082","0","0.3","3","0","true","0","23","false","true"
"1083","0","0.3","3","0","true","0","26","false","true"
"1084","0","0.3","3","0","true","0","28","false","true"
"1077","0","0.3","3","0","true","0","285","true","false"
"1086","0","0.3","3","0","true","0","28","false","true"
"1085","0","0.3","3","0","true","0","51","false","true"
"1075","0","0.3","3","0","true","0","438","true","false"
"1088","0","0.3","3","0","true","0","161","true","false"
"1089","0","0.3","3","0","true","0","219","true","false"
"1079","0","0.3","3","0","true","0","494","true","false"
"1091","0","0.3","3","0","true","0","39","false","true"
"1092","0","0.3","3","0","true","0","15","false","true"
"1093","0","0.3","3","0","true","0","60","false","true"
"1095","0","0.3","3","0","true","0","27","false","true"
"1087","0","0.3","3","0","true","0","404","true","false"
"1090","0","0.3","3","0","true","0","251","true","false"
"1098","0","0.3","3","0","true","0","222","true","false"
"1096","0","0.3","3","0","true","0","267","true","false"
"1097","0","0.3","3","0","true","0","298","true","false"
"1094","0","0.3","3","0","true","0","487","true","false"
"1102","0","0.3","4","0","true","0","25","false","true"
"1099","0","0.3","3","0","true","0","213","true","false"
"1100","0","0.3","3","0","true","0","180","true","false"
"1105","0","0.3","4","0","true","0","33","false","true"
"1101","0","0.3","4","0","true","0","347","true","false"
"1107","0","0.3","4","0","true","0","29","false","true"
"1103","0","0.3","4","0","true","0","375","true","false"
"1104","0","0.3","4","0","true","0","528","true","false"
"1106","0","0.3","4","0","true","0","441","true","false"
"1111","0","0.3","4","0","true","0","61","false","true"
"1108","0","0.3","4","0","true","0","401","true","false"
"1113","0","0.3","4","0","true","0","26","false","true"
"1109","0","0.3","4","0","true","0","321","true","false"
"1114","0","0.3","4","0","true","0","41","false","true"
"1115","0","0.3","4","0","true","0","40","false","true"
"1116","0","0.3","4","0","true","0","57","false","true"
"1118","0","0.3","4","0","true","0","18","false","true"
"1110","0","0.3","4","0","true","0","246","true","false"
"1119","0","0.3","4","0","true","0","73","false","true"
"1117","0","0.3","4","0","true","0","200","true","false"
"1121","0","0.3","4","0","true","0","60","false","true"
"1112","0","0.3","4","0","true","0","277","true","false"
"1120","0","0.3","4","0","true","0","218","true","false"
"1122","0","0.3","4","0","true","0","249","true","false"
"1123","0","0.3","4","0","true","0","250","true","false"
"1125","0","0.3","4","0","true","0","206","true","false"
"1124","0","0.3","4","0","true","0","262","true","false"
"1129","0","0.3","4","0","true","0","23","false","true"
"1128","0","0.3","4","0","true","0","37","false","true"
"1131","0","0.3","4","0","true","0","245","true","false"
"1126","0","0.3","4","0","true","0","380","true","false"
"1130","0","0.3","4","0","true","0","288","true","false"
"1127","0","0.3","4","0","true","0","455","true","false"
"1132","0","0.3","4","0","true","0","137","true","false"
"1135","0","0.3","4","0","true","0","25","false","true"
"1136","0","0.3","4","0","true","0","39","false","true"
"1133","0","0.3","4","0","true","0","247","true","false"
"1139","0","0.3","4","0","true","0","32","false","true"
"1134","0","0.3","4","0","true","0","339","true","false"
"1138","0","0.3","4","0","true","0","275","true","false"
"1141","0","0.3","4","0","true","0","20","false","true"
"1142","0","0.3","4","0","true","0","22","false","true"
"1143","0","0.3","4","0","true","0","18","false","true"
"1137","0","0.3","4","0","true","0","364","true","false"
"1145","0","0.3","4","0","true","0","39","false","true"
"1147","0","0.3","4","0","true","0","42","false","true"
"1146","0","0.3","4","0","true","0","151","true","false"
"1140","0","0.3","4","0","true","0","357","true","false"
"1148","0","0.3","4","0","true","0","269","true","false"
"1144","0","0.3","4","0","true","0","484","true","false"
"1149","0","0.3","4","0","true","0","418","true","false"
"1151","0","0.3","4","0","true","0","209","true","false"
"1153","0","0.3","4","0","true","0","33","false","true"
"1152","0","0.3","4","0","true","0","179","true","false"
"1150","0","0.3","4","0","true","0","519","true","false"
"1156","0","0.3","4","0","true","0","233","true","false"
"1155","0","0.3","4","0","true","0","337","true","false"
"1154","0","0.3","4","0","true","0","317","true","false"
"1158","0","0.3","4","0","true","0","149","true","false"
"1159","0","0.3","4","0","true","0","165","true","false"
"1160","0","0.3","4","0","true","0","237","true","false"
"1157","0","0.3","4","0","true","0","508","true","false"
"1161","0","0.3","4","0","true","0","324","true","false"
"1162","0","0.3","4","0","true","0","257","true","false"
"1166","0","0.3","4","0","true","0","36","false","true"
"1163","0","0.3","4","0","true","0","190","true","false"
"1164","0","0.3","4","0","true","0","245","true","false"
"1165","0","0.3","4","0","true","0","113","true","false"
"1170","0","0.3","4","0","true","0","57","false","true"
"1167","0","0.3","4","0","true","0","277","true","false"
"1172","0","0.3","4","0","true","0","23","false","true"
"1168","0","0.3","4","0","true","0","282","true","false"
"1174","0","0.3","4","0","true","0","35","false","true"
"1169","0","0.3","4","0","true","0","417","true","false"
"1171","0","0.3","4","0","true","0","395","true","false"
"1177","0","0.3","4","0","true","0","225","true","false"
"1173","0","0.3","4","0","true","0","483","true","false"
"1175","0","0.3","4","0","true","0","396","true","false"
"1179","0","0.3","4","0","true","0","32","false","true"
"1178","0","0.3","4","0","true","0","148","true","false"
"1182","0","0.3","4","0","true","0","44","false","true"
"1176","0","0.3","4","0","true","0","476","true","false"
"1180","0","0.3","4","0","true","0","155","true","false"
"1181","0","0.3","4","0","true","0","261","true","false"
"1184","0","0.3","4","0","true","0","149","true","false"
"1187","0","0.3","4","0","true","0","24","false","true"
"1186","0","0.3","4","0","true","0","236","true","false"
"1183","0","0.3","4","0","true","0","414","true","false"
"1185","0","0.3","4","0","true","0","440","true","false"
"1188","0","0.3","4","0","true","0","344","true","false"
"1189","0","0.3","4","0","true","0","314","true","false"
"1193","0","0.3","4","0","true","0","22","false","true"
"1191","0","0.3","4","0","true","0","242","true","false"
"1195","0","0.3","4","0","true","0","38","false","true"
"1190","0","0.3","4","0","true","0","454","true","false"
"1196","0","0.3","4","0","true","0","30","false","true"
"1192","0","0.3","4","0","true","0","484","true","false"
"1194","0","0.3","4","0","true","0","412","true","false"
"1197","0","0.3","4","0","true","0","320","true","false"
"1198","0","0.3","4","0","true","0","335","true","false"
"1202","0","0.4","1","0","true","0","21","false","true"
"1203","0","0.4","1","0","true","0","23","false","true"
"1201","0","0.4","1","0","true","0","147","true","false"
"1205","0","0.4","1","0","true","0","16","false","true"
"1199","0","0.3","4","0","true","0","349","true","false"
"1207","0","0.4","1","0","true","0","22","false","true"
"1208","0","0.4","1","0","true","0","28","false","true"
"1200","0","0.3","4","0","true","0","313","true","false"
"1206","0","0.4","1","0","true","0","172","true","false"
"1204","0","0.4","1","0","true","0","223","true","false"
"1212","0","0.4","1","0","true","0","37","false","true"
"1213","0","0.4","1","0","true","0","21","false","true"
"1214","0","0.4","1","0","true","0","17","false","true"
"1209","0","0.4","1","0","true","0","208","true","false"
"1210","0","0.4","1","0","true","0","200","true","false"
"1215","0","0.4","1","0","true","0","35","false","true"
"1217","0","0.4","1","0","true","0","20","false","true"
"1216","0","0.4","1","0","true","0","35","false","true"
"1219","0","0.4","1","0","true","0","24","false","true"
"1220","0","0.4","1","0","true","0","24","false","true"
"1218","0","0.4","1","0","true","0","56","false","true"
"1222","0","0.4","1","0","true","0","20","false","true"
"1221","0","0.4","1","0","true","0","32","false","true"
"1223","0","0.4","1","0","true","0","21","false","true"
"1225","0","0.4","1","0","true","0","47","false","true"
"1226","0","0.4","1","0","true","0","44","false","true"
"1227","0","0.4","1","0","true","0","27","false","true"
"1211","0","0.4","1","0","true","0","303","true","false"
"1229","0","0.4","1","0","true","0","29","false","true"
"1231","0","0.4","1","0","true","0","31","false","true"
"1224","0","0.4","1","0","true","0","180","true","false"
"1233","0","0.4","1","0","true","0","18","false","true"
"1228","0","0.4","1","0","true","0","159","true","false"
"1230","0","0.4","1","0","true","0","145","true","false"
"1235","0","0.4","1","0","true","0","38","false","true"
"1236","0","0.4","1","0","true","0","29","false","true"
"1238","0","0.4","1","0","true","0","17","false","true"
"1237","0","0.4","1","0","true","0","19","false","true"
"1232","0","0.4","1","0","true","0","152","true","false"
"1239","0","0.4","1","0","true","0","18","false","true"
"1240","0","0.4","1","0","true","0","36","false","true"
"1243","0","0.4","1","0","true","0","28","false","true"
"1244","0","0.4","1","0","true","0","24","false","true"
"1234","0","0.4","1","0","true","0","252","true","false"
"1246","0","0.4","1","0","true","0","33","false","true"
"1241","0","0.4","1","0","true","0","195","true","false"
"1247","0","0.4","1","0","true","0","27","false","true"
"1249","0","0.4","1","0","true","0","27","false","true"
"1245","0","0.4","1","0","true","0","122","true","false"
"1250","0","0.4","1","0","true","0","19","false","true"
"1252","0","0.4","1","0","true","0","32","false","true"
"1253","0","0.4","1","0","true","0","20","false","true"
"1254","0","0.4","1","0","true","0","32","false","true"
"1242","0","0.4","1","0","true","0","364","true","false"
"1251","0","0.4","1","0","true","0","145","true","false"
"1256","0","0.4","1","0","true","0","28","false","true"
"1257","0","0.4","1","0","true","0","24","false","true"
"1248","0","0.4","1","0","true","0","235","true","false"
"1259","0","0.4","1","0","true","0","17","false","true"
"1258","0","0.4","1","0","true","0","33","false","true"
"1260","0","0.4","1","0","true","0","28","false","true"
"1262","0","0.4","1","0","true","0","23","false","true"
"1261","0","0.4","1","0","true","0","34","false","true"
"1255","0","0.4","1","0","true","0","251","true","false"
"1263","0","0.4","1","0","true","0","163","true","false"
"1267","0","0.4","1","0","true","0","101","true","false"
"1268","0","0.4","1","0","true","0","35","false","true"
"1265","0","0.4","1","0","true","0","287","true","false"
"1270","0","0.4","1","0","true","0","25","false","true"
"1264","0","0.4","1","0","true","0","369","true","false"
"1271","0","0.4","1","0","true","0","28","false","true"
"1273","0","0.4","1","0","true","0","23","false","true"
"1274","0","0.4","1","0","true","0","28","false","true"
"1269","0","0.4","1","0","true","0","235","true","false"
"1272","0","0.4","1","0","true","0","167","true","false"
"1266","0","0.4","1","0","true","0","418","true","false"
"1276","0","0.4","1","0","true","0","20","false","true"
"1277","0","0.4","1","0","true","0","20","false","true"
"1279","0","0.4","1","0","true","0","28","false","true"
"1278","0","0.4","1","0","true","0","38","false","true"
"1280","0","0.4","1","0","true","0","39","false","true"
"1281","0","0.4","1","0","true","0","19","false","true"
"1282","0","0.4","1","0","true","0","86","true","false"
"1285","0","0.4","1","0","true","0","31","false","true"
"1286","0","0.4","1","0","true","0","37","false","true"
"1287","0","0.4","1","0","true","0","33","false","true"
"1284","0","0.4","1","0","true","0","172","true","false"
"1288","0","0.4","1","0","true","0","20","false","true"
"1289","0","0.4","1","0","true","0","20","false","true"
"1283","0","0.4","1","0","true","0","204","true","false"
"1290","0","0.4","1","0","true","0","19","false","true"
"1275","0","0.4","1","0","true","0","359","true","false"
"1292","0","0.4","1","0","true","0","27","false","true"
"1293","0","0.4","1","0","true","0","22","false","true"
"1296","0","0.4","1","0","true","0","16","false","true"
"1294","0","0.4","1","0","true","0","26","false","true"
"1295","0","0.4","1","0","true","0","27","false","true"
"1298","0","0.4","1","0","true","0","22","false","true"
"1299","0","0.4","1","0","true","0","39","false","true"
"1300","0","0.4","1","0","true","0","34","false","true"
"1301","0","0.4","2","0","true","0","27","false","true"
"1291","0","0.4","1","0","true","0","142","true","false"
"1302","0","0.4","2","0","true","0","22","false","true"
"1297","0","0.4","1","0","true","0","108","true","false"
"1306","0","0.4","2","0","true","0","22","false","true"
"1304","0","0.4","2","0","true","0","153","true","false"
"1305","0","0.4","2","0","true","0","155","true","false"
"1308","0","0.4","2","0","true","0","65","false","true"
"1309","0","0.4","2","0","true","0","43","false","true"
"1310","0","0.4","2","0","true","0","24","false","true"
"1303","0","0.4","2","0","true","0","262","true","false"
"1307","0","0.4","2","0","true","0","217","true","false"
"1314","0","0.4","2","0","true","0","18","false","true"
"1315","0","0.4","2","0","true","0","23","false","true"
"1313","0","0.4","2","0","true","0","122","false","true"
"1317","0","0.4","2","0","true","0","19","false","true"
"1311","0","0.4","2","0","true","0","219","true","false"
"1312","0","0.4","2","0","true","0","249","true","false"
"1318","0","0.4","2","0","true","0","103","true","false"
"1319","0","0.4","2","0","true","0","46","false","true"
"1322","0","0.4","2","0","true","0","22","false","true"
"1316","0","0.4","2","0","true","0","262","true","false"
"1323","0","0.4","2","0","true","0","26","false","true"
"1324","0","0.4","2","0","true","0","16","false","true"
"1321","0","0.4","2","0","true","0","101","true","false"
"1326","0","0.4","2","0","true","0","22","false","true"
"1320","0","0.4","2","0","true","0","189","true","false"
"1328","0","0.4","2","0","true","0","123","true","false"
"1330","0","0.4","2","0","true","0","16","false","true"
"1327","0","0.4","2","0","true","0","174","true","false"
"1329","0","0.4","2","0","true","0","104","true","false"
"1332","0","0.4","2","0","true","0","26","false","true"
"1333","0","0.4","2","0","true","0","39","false","true"
"1334","0","0.4","2","0","true","0","27","false","true"
"1325","0","0.4","2","0","true","0","274","true","false"
"1336","0","0.4","2","0","true","0","26","false","true"
"1337","0","0.4","2","0","true","0","26","false","true"
"1331","0","0.4","2","0","true","0","140","true","false"
"1339","0","0.4","2","0","true","0","21","false","true"
"1340","0","0.4","2","0","true","0","25","false","true"
"1341","0","0.4","2","0","true","0","21","false","true"
"1343","0","0.4","2","0","true","0","19","false","true"
"1344","0","0.4","2","0","true","0","37","false","true"
"1335","0","0.4","2","0","true","0","200","true","false"
"1345","0","0.4","2","0","true","0","33","false","true"
"1347","0","0.4","2","0","true","0","26","false","true"
"1348","0","0.4","2","0","true","0","23","false","true"
"1338","0","0.4","2","0","true","0","264","true","false"
"1349","0","0.4","2","0","true","0","32","false","true"
"1342","0","0.4","2","0","true","0","223","true","false"
"1350","0","0.4","2","0","true","0","23","false","true"
"1351","0","0.4","2","0","true","0","16","false","true"
"1352","0","0.4","2","0","true","0","20","false","true"
"1353","0","0.4","2","0","true","0","30","false","true"
