"BehaviorSpace results (NetLogo 6.1.1)"
"ethnicity bias learning - github version.nlogo"
"10_plays_per_learn"
"04/19/2022 19:17:34:086 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","25","0","9"
"[run number]","spatial?","random-pairing","mr_learning_strategy","conditional_strategies?","initial_proportion_ethnic_learning","plays_per_learn","mr_strategy","[step]","success?","collapse?"
"430","false","0.1","0","false","0.5","10","0","352","true","false"
"431","false","0.1","0","false","0.5","10","0","298","true","false"
"432","false","0.1","0","false","0.5","10","0","334","true","false"
"433","false","0.1","0","false","0.5","10","0","269","true","false"
"434","false","0.1","0","false","0.5","10","0","307","true","false"
"435","false","0.1","0","false","0.5","10","0","427","true","false"
"437","false","0.1","0","false","0.5","10","0","293","true","false"
"436","false","0.1","0","false","0.5","10","0","370","true","false"
"438","false","0.1","0","false","0.5","10","0","344","true","false"
"439","false","0.1","0","false","0.5","10","0","306","true","false"
"440","false","0.1","0","false","0.5","10","0","301","true","false"
"441","false","0.1","0","false","0.5","10","0","296","true","false"
"443","false","0.1","0","false","0.5","10","0","299","true","false"
"442","false","0.1","0","false","0.5","10","0","326","true","false"
"445","false","0.1","0","false","0.5","10","0","246","true","false"
"444","false","0.1","0","false","0.5","10","0","383","true","false"
"447","false","0.1","0","false","0.5","10","0","284","true","false"
"448","false","0.1","0","false","0.5","10","0","325","true","false"
"446","false","0.1","0","false","0.5","10","0","410","true","false"
"449","false","0.1","0","false","0.5","10","0","447","true","false"
"450","false","0.1","0","false","0.5","10","0","379","true","false"
"452","false","0.1","0","false","0.5","10","0","352","true","false"
"451","false","0.1","0","false","0.5","10","0","383","true","false"
"453","false","0.1","0","false","0.5","10","0","397","true","false"
"454","false","0.1","0","false","0.5","10","0","282","true","false"
"456","false","0.1","0","false","0.5","10","0","297","true","false"
"455","false","0.1","0","false","0.5","10","0","469","true","false"
"457","false","0.1","0","false","0.5","10","0","256","true","false"
"459","false","0.1","0","false","0.5","10","0","243","true","false"
"458","false","0.1","0","false","0.5","10","0","400","true","false"
"461","false","0.1","0","false","0.5","10","0","244","true","false"
"462","false","0.1","0","false","0.5","10","0","300","true","false"
"460","false","0.1","0","false","0.5","10","0","434","true","false"
"463","false","0.1","0","false","0.5","10","0","260","true","false"
"465","false","0.1","0","false","0.5","10","0","208","true","false"
"464","false","0.1","0","false","0.5","10","0","371","true","false"
"466","false","0.1","0","false","0.5","10","0","400","true","false"
"469","false","0.1","0","false","0.5","10","0","208","true","false"
"467","false","0.1","0","false","0.5","10","0","290","true","false"
"468","false","0.1","0","false","0.5","10","0","300","true","false"
"471","false","0.1","0","false","0.5","10","0","215","true","false"
"470","false","0.1","0","false","0.5","10","0","276","true","false"
"472","false","0.1","0","false","0.5","10","0","237","true","false"
