"[run number]","mr_marker","random-pairing","game","initial_proportion_ethnic_learning","mr_learning_style","ethnic_bias?","mr_strategy","[step]","success?","collapse?"
"481","0","0.1","1","0.5","0","true","0","534","true","false"
"474","0","0.1","1","0.5","0","true","0","2289","true","false"
"483","0","0.1","1","0.5","0","true","0","1534","true","false"
"482","0","0.1","1","0.5","0","true","0","1878","true","false"
"480","0","0.1","1","0.5","0","true","0","2624","true","false"
"484","0","0.1","1","0.5","0","true","0","762","true","false"
"485","0","0.1","1","0.5","0","true","0","1097","true","false"
"487","0","0.1","1","0.5","0","true","0","880","true","false"
"488","0","0.1","1","0.5","0","true","0","1025","true","false"
"489","0","0.1","1","0.5","0","true","0","935","true","false"
"486","0","0.1","1","0.5","0","true","0","1771","true","false"
"492","0","0.1","1","0.5","0","true","0","683","true","false"
"490","0","0.1","1","0.5","0","true","0","1489","true","false"
"493","0","0.1","1","0.5","0","true","0","1082","true","false"
"495","0","0.1","1","0.5","0","true","0","802","true","false"
"491","0","0.1","1","0.5","0","true","0","1221","true","false"
"496","0","0.1","1","0.5","0","true","0","752","true","false"
"494","0","0.1","1","0.5","0","true","0","1367","true","false"
"500","0","0.1","1","0.5","0","true","0","641","true","false"
"501","0","0.2","1","0.1","0","true","0","16","false","true"
"502","0","0.2","1","0.1","0","true","0","15","false","true"
"503","0","0.2","1","0.1","0","true","0","16","false","true"
"504","0","0.2","1","0.1","0","true","0","18","false","true"
"505","0","0.2","1","0.1","0","true","0","16","false","true"
"506","0","0.2","1","0.1","0","true","0","13","false","true"
"507","0","0.2","1","0.1","0","true","0","11","false","true"
"508","0","0.2","1","0.1","0","true","0","15","false","true"
"509","0","0.2","1","0.1","0","true","0","16","false","true"
"510","0","0.2","1","0.1","0","true","0","12","false","true"
"511","0","0.2","1","0.1","0","true","0","21","false","true"
"512","0","0.2","1","0.1","0","true","0","12","false","true"
"513","0","0.2","1","0.1","0","true","0","19","false","true"
"514","0","0.2","1","0.1","0","true","0","25","false","true"
"515","0","0.2","1","0.1","0","true","0","17","false","true"
"516","0","0.2","1","0.1","0","true","0","13","false","true"
"517","0","0.2","1","0.1","0","true","0","12","false","true"
"518","0","0.2","1","0.1","0","true","0","19","false","true"
"519","0","0.2","1","0.1","0","true","0","19","false","true"
"520","0","0.2","1","0.1","0","true","0","12","false","true"
"521","0","0.2","1","0.1","0","true","0","15","false","true"
"522","0","0.2","1","0.1","0","true","0","12","false","true"
"523","0","0.2","1","0.1","0","true","0","13","false","true"
"524","0","0.2","1","0.1","0","true","0","12","false","true"
"525","0","0.2","1","0.1","0","true","0","15","false","true"
"526","0","0.2","1","0.1","0","true","0","16","false","true"
"527","0","0.2","1","0.1","0","true","0","17","false","true"
"528","0","0.2","1","0.1","0","true","0","13","false","true"
"529","0","0.2","1","0.1","0","true","0","21","false","true"
"499","0","0.1","1","0.5","0","true","0","1262","true","false"
"530","0","0.2","1","0.1","0","true","0","11","false","true"
"531","0","0.2","1","0.1","0","true","0","17","false","true"
"532","0","0.2","1","0.1","0","true","0","14","false","true"
"534","0","0.2","1","0.1","0","true","0","13","false","true"
"533","0","0.2","1","0.1","0","true","0","23","false","true"
"535","0","0.2","1","0.1","0","true","0","14","false","true"
"536","0","0.2","1","0.1","0","true","0","12","false","true"
"538","0","0.2","1","0.1","0","true","0","15","false","true"
"537","0","0.2","1","0.1","0","true","0","21","false","true"
"539","0","0.2","1","0.1","0","true","0","11","false","true"
"540","0","0.2","1","0.1","0","true","0","13","false","true"
"541","0","0.2","1","0.1","0","true","0","19","false","true"
"542","0","0.2","1","0.1","0","true","0","19","false","true"
"497","0","0.1","1","0.5","0","true","0","1732","true","false"
"545","0","0.2","1","0.1","0","true","0","13","false","true"
"544","0","0.2","1","0.1","0","true","0","14","false","true"
"543","0","0.2","1","0.1","0","true","0","20","false","true"
"546","0","0.2","1","0.1","0","true","0","14","false","true"
"547","0","0.2","1","0.1","0","true","0","19","false","true"
"548","0","0.2","1","0.1","0","true","0","17","false","true"
"549","0","0.2","1","0.1","0","true","0","18","false","true"
"551","0","0.2","1","0.1","0","true","0","15","false","true"
"550","0","0.2","1","0.1","0","true","0","17","false","true"
"552","0","0.2","1","0.1","0","true","0","14","false","true"
"553","0","0.2","1","0.1","0","true","0","15","false","true"
"554","0","0.2","1","0.1","0","true","0","15","false","true"
"555","0","0.2","1","0.1","0","true","0","16","false","true"
"556","0","0.2","1","0.1","0","true","0","16","false","true"
"557","0","0.2","1","0.1","0","true","0","18","false","true"
"558","0","0.2","1","0.1","0","true","0","18","false","true"
"559","0","0.2","1","0.1","0","true","0","14","false","true"
"560","0","0.2","1","0.1","0","true","0","14","false","true"
"561","0","0.2","1","0.1","0","true","0","19","false","true"
"562","0","0.2","1","0.1","0","true","0","19","false","true"
"563","0","0.2","1","0.1","0","true","0","18","false","true"
"564","0","0.2","1","0.1","0","true","0","17","false","true"
"565","0","0.2","1","0.1","0","true","0","19","false","true"
"566","0","0.2","1","0.1","0","true","0","18","false","true"
"567","0","0.2","1","0.1","0","true","0","14","false","true"
"568","0","0.2","1","0.1","0","true","0","16","false","true"
"569","0","0.2","1","0.1","0","true","0","17","false","true"
"570","0","0.2","1","0.1","0","true","0","13","false","true"
"571","0","0.2","1","0.1","0","true","0","17","false","true"
"573","0","0.2","1","0.1","0","true","0","22","false","true"
"572","0","0.2","1","0.1","0","true","0","25","false","true"
"574","0","0.2","1","0.1","0","true","0","17","false","true"
"575","0","0.2","1","0.1","0","true","0","11","false","true"
"576","0","0.2","1","0.1","0","true","0","13","false","true"
"577","0","0.2","1","0.1","0","true","0","17","false","true"
"578","0","0.2","1","0.1","0","true","0","18","false","true"
"579","0","0.2","1","0.1","0","true","0","20","false","true"
"580","0","0.2","1","0.1","0","true","0","17","false","true"
"581","0","0.2","1","0.1","0","true","0","12","false","true"
"582","0","0.2","1","0.1","0","true","0","18","false","true"
"583","0","0.2","1","0.1","0","true","0","19","false","true"
"498","0","0.1","1","0.5","0","true","0","1182","true","false"
"584","0","0.2","1","0.1","0","true","0","19","false","true"
"586","0","0.2","1","0.1","0","true","0","11","false","true"
"585","0","0.2","1","0.1","0","true","0","18","false","true"
"588","0","0.2","1","0.1","0","true","0","16","false","true"
"590","0","0.2","1","0.1","0","true","0","12","false","true"
"589","0","0.2","1","0.1","0","true","0","15","false","true"
"587","0","0.2","1","0.1","0","true","0","13","false","true"
"591","0","0.2","1","0.1","0","true","0","16","false","true"
"592","0","0.2","1","0.1","0","true","0","17","false","true"
"593","0","0.2","1","0.1","0","true","0","19","false","true"
"594","0","0.2","1","0.1","0","true","0","15","false","true"
"596","0","0.2","1","0.1","0","true","0","13","false","true"
"595","0","0.2","1","0.1","0","true","0","20","false","true"
"597","0","0.2","1","0.1","0","true","0","15","false","true"
"600","0","0.2","1","0.1","0","true","0","14","false","true"
"601","0","0.2","1","0.2","0","true","0","19","false","true"
"598","0","0.2","1","0.1","0","true","0","23","false","true"
"599","0","0.2","1","0.1","0","true","0","36","false","true"
"603","0","0.2","1","0.2","0","true","0","27","false","true"
"604","0","0.2","1","0.2","0","true","0","15","false","true"
"602","0","0.2","1","0.2","0","true","0","34","false","true"
"608","0","0.2","1","0.2","0","true","0","15","false","true"
"607","0","0.2","1","0.2","0","true","0","22","false","true"
"605","0","0.2","1","0.2","0","true","0","25","false","true"
"606","0","0.2","1","0.2","0","true","0","25","false","true"
"609","0","0.2","1","0.2","0","true","0","17","false","true"
"610","0","0.2","1","0.2","0","true","0","19","false","true"
"612","0","0.2","1","0.2","0","true","0","17","false","true"
"611","0","0.2","1","0.2","0","true","0","15","false","true"
"613","0","0.2","1","0.2","0","true","0","28","false","true"
"614","0","0.2","1","0.2","0","true","0","17","false","true"
"618","0","0.2","1","0.2","0","true","0","14","false","true"
"617","0","0.2","1","0.2","0","true","0","20","false","true"
"616","0","0.2","1","0.2","0","true","0","25","false","true"
"619","0","0.2","1","0.2","0","true","0","21","false","true"
"620","0","0.2","1","0.2","0","true","0","18","false","true"
"621","0","0.2","1","0.2","0","true","0","15","false","true"
"622","0","0.2","1","0.2","0","true","0","18","false","true"
"623","0","0.2","1","0.2","0","true","0","20","false","true"
"624","0","0.2","1","0.2","0","true","0","15","false","true"
"625","0","0.2","1","0.2","0","true","0","20","false","true"
"626","0","0.2","1","0.2","0","true","0","28","false","true"
"627","0","0.2","1","0.2","0","true","0","16","false","true"
"628","0","0.2","1","0.2","0","true","0","19","false","true"
"629","0","0.2","1","0.2","0","true","0","19","false","true"
"630","0","0.2","1","0.2","0","true","0","13","false","true"
"631","0","0.2","1","0.2","0","true","0","18","false","true"
"632","0","0.2","1","0.2","0","true","0","22","false","true"
"634","0","0.2","1","0.2","0","true","0","17","false","true"
"633","0","0.2","1","0.2","0","true","0","18","false","true"
"635","0","0.2","1","0.2","0","true","0","17","false","true"
"636","0","0.2","1","0.2","0","true","0","17","false","true"
"637","0","0.2","1","0.2","0","true","0","22","false","true"
"638","0","0.2","1","0.2","0","true","0","16","false","true"
"639","0","0.2","1","0.2","0","true","0","27","false","true"
"641","0","0.2","1","0.2","0","true","0","15","false","true"
"640","0","0.2","1","0.2","0","true","0","19","false","true"
"642","0","0.2","1","0.2","0","true","0","19","false","true"
"643","0","0.2","1","0.2","0","true","0","19","false","true"
"644","0","0.2","1","0.2","0","true","0","15","false","true"
"646","0","0.2","1","0.2","0","true","0","19","false","true"
"647","0","0.2","1","0.2","0","true","0","22","false","true"
"645","0","0.2","1","0.2","0","true","0","46","false","true"
"648","0","0.2","1","0.2","0","true","0","24","false","true"
"649","0","0.2","1","0.2","0","true","0","23","false","true"
"651","0","0.2","1","0.2","0","true","0","17","false","true"
"650","0","0.2","1","0.2","0","true","0","22","false","true"
"653","0","0.2","1","0.2","0","true","0","20","false","true"
"654","0","0.2","1","0.2","0","true","0","20","false","true"
"652","0","0.2","1","0.2","0","true","0","19","false","true"
"657","0","0.2","1","0.2","0","true","0","15","false","true"
"658","0","0.2","1","0.2","0","true","0","15","false","true"
"656","0","0.2","1","0.2","0","true","0","46","false","true"
"659","0","0.2","1","0.2","0","true","0","13","false","true"
"660","0","0.2","1","0.2","0","true","0","25","false","true"
"661","0","0.2","1","0.2","0","true","0","18","false","true"
"662","0","0.2","1","0.2","0","true","0","28","false","true"
"663","0","0.2","1","0.2","0","true","0","26","false","true"
"664","0","0.2","1","0.2","0","true","0","18","false","true"
"665","0","0.2","1","0.2","0","true","0","16","false","true"
"666","0","0.2","1","0.2","0","true","0","21","false","true"
"667","0","0.2","1","0.2","0","true","0","20","false","true"
"668","0","0.2","1","0.2","0","true","0","21","false","true"
"670","0","0.2","1","0.2","0","true","0","16","false","true"
"669","0","0.2","1","0.2","0","true","0","16","false","true"
"671","0","0.2","1","0.2","0","true","0","18","false","true"
"672","0","0.2","1","0.2","0","true","0","17","false","true"
"673","0","0.2","1","0.2","0","true","0","24","false","true"
"674","0","0.2","1","0.2","0","true","0","36","false","true"
"675","0","0.2","1","0.2","0","true","0","39","false","true"
"676","0","0.2","1","0.2","0","true","0","13","false","true"
"615","0","0.2","1","0.2","0","true","0","630","true","false"
"678","0","0.2","1","0.2","0","true","0","17","false","true"
"677","0","0.2","1","0.2","0","true","0","27","false","true"
"679","0","0.2","1","0.2","0","true","0","24","false","true"
"681","0","0.2","1","0.2","0","true","0","17","false","true"
"682","0","0.2","1","0.2","0","true","0","16","false","true"
"680","0","0.2","1","0.2","0","true","0","21","false","true"
"683","0","0.2","1","0.2","0","true","0","18","false","true"
"684","0","0.2","1","0.2","0","true","0","21","false","true"
"686","0","0.2","1","0.2","0","true","0","17","false","true"
"685","0","0.2","1","0.2","0","true","0","24","false","true"
"687","0","0.2","1","0.2","0","true","0","19","false","true"
"689","0","0.2","1","0.2","0","true","0","17","false","true"
"688","0","0.2","1","0.2","0","true","0","27","false","true"
"690","0","0.2","1","0.2","0","true","0","19","false","true"
"691","0","0.2","1","0.2","0","true","0","19","false","true"
"692","0","0.2","1","0.2","0","true","0","18","false","true"
"693","0","0.2","1","0.2","0","true","0","17","false","true"
"695","0","0.2","1","0.2","0","true","0","19","false","true"
"696","0","0.2","1","0.2","0","true","0","20","false","true"
"694","0","0.2","1","0.2","0","true","0","29","false","true"
"698","0","0.2","1","0.2","0","true","0","20","false","true"
"697","0","0.2","1","0.2","0","true","0","30","false","true"
"699","0","0.2","1","0.2","0","true","0","17","false","true"
"700","0","0.2","1","0.2","0","true","0","25","false","true"
"655","0","0.2","1","0.2","0","true","0","526","true","false"
"701","0","0.2","1","0.3","0","true","0","23","false","true"
"702","0","0.2","1","0.3","0","true","0","23","false","true"
"705","0","0.2","1","0.3","0","true","0","21","false","true"
"707","0","0.2","1","0.3","0","true","0","24","false","true"
"708","0","0.2","1","0.3","0","true","0","228","true","false"
"706","0","0.2","1","0.3","0","true","0","229","true","false"
"709","0","0.2","1","0.3","0","true","0","36","false","true"
"710","0","0.2","1","0.3","0","true","0","32","false","true"
"703","0","0.2","1","0.3","0","true","0","356","true","false"
"713","0","0.2","1","0.3","0","true","0","17","false","true"
"712","0","0.2","1","0.3","0","true","0","24","false","true"
"711","0","0.2","1","0.3","0","true","0","58","false","true"
"715","0","0.2","1","0.3","0","true","0","25","false","true"
"716","0","0.2","1","0.3","0","true","0","34","false","true"
"714","0","0.2","1","0.3","0","true","0","62","false","true"
"717","0","0.2","1","0.3","0","true","0","29","false","true"
"718","0","0.2","1","0.3","0","true","0","18","false","true"
"719","0","0.2","1","0.3","0","true","0","18","false","true"
"720","0","0.2","1","0.3","0","true","0","23","false","true"
"721","0","0.2","1","0.3","0","true","0","27","false","true"
"722","0","0.2","1","0.3","0","true","0","21","false","true"
"724","0","0.2","1","0.3","0","true","0","23","false","true"
"725","0","0.2","1","0.3","0","true","0","25","false","true"
"723","0","0.2","1","0.3","0","true","0","28","false","true"
"726","0","0.2","1","0.3","0","true","0","22","false","true"
"727","0","0.2","1","0.3","0","true","0","19","false","true"
"728","0","0.2","1","0.3","0","true","0","22","false","true"
"729","0","0.2","1","0.3","0","true","0","21","false","true"
"730","0","0.2","1","0.3","0","true","0","26","false","true"
"732","0","0.2","1","0.3","0","true","0","23","false","true"
"731","0","0.2","1","0.3","0","true","0","38","false","true"
"734","0","0.2","1","0.3","0","true","0","18","false","true"
"735","0","0.2","1","0.3","0","true","0","20","false","true"
"737","0","0.2","1","0.3","0","true","0","23","false","true"
"738","0","0.2","1","0.3","0","true","0","18","false","true"
"739","0","0.2","1","0.3","0","true","0","26","false","true"
"740","0","0.2","1","0.3","0","true","0","27","false","true"
"733","0","0.2","1","0.3","0","true","0","354","true","false"
"742","0","0.2","1","0.3","0","true","0","26","false","true"
"743","0","0.2","1","0.3","0","true","0","24","false","true"
"704","0","0.2","1","0.3","0","true","0","1015","true","false"
"744","0","0.2","1","0.3","0","true","0","29","false","true"
"745","0","0.2","1","0.3","0","true","0","22","false","true"
"746","0","0.2","1","0.3","0","true","0","18","false","true"
"747","0","0.2","1","0.3","0","true","0","18","false","true"
"736","0","0.2","1","0.3","0","true","0","449","true","false"
"748","0","0.2","1","0.3","0","true","0","25","false","true"
"749","0","0.2","1","0.3","0","true","0","17","false","true"
"750","0","0.2","1","0.3","0","true","0","27","false","true"
"752","0","0.2","1","0.3","0","true","0","45","false","true"
"751","0","0.2","1","0.3","0","true","0","49","false","true"
"741","0","0.2","1","0.3","0","true","0","433","true","false"
"756","0","0.2","1","0.3","0","true","0","43","false","true"
"754","0","0.2","1","0.3","0","true","0","730","true","false"
"753","0","0.2","1","0.3","0","true","0","806","true","false"
"758","0","0.2","1","0.3","0","true","0","17","false","true"
"760","0","0.2","1","0.3","0","true","0","34","false","true"
"759","0","0.2","1","0.3","0","true","0","51","false","true"
"757","0","0.2","1","0.3","0","true","0","457","true","false"
"761","0","0.2","1","0.3","0","true","0","14","false","true"
"762","0","0.2","1","0.3","0","true","0","25","false","true"
"763","0","0.2","1","0.3","0","true","0","30","false","true"
"755","0","0.2","1","0.3","0","true","0","860","true","false"
"766","0","0.2","1","0.3","0","true","0","20","false","true"
"767","0","0.2","1","0.3","0","true","0","25","false","true"
"768","0","0.2","1","0.3","0","true","0","27","false","true"
"770","0","0.2","1","0.3","0","true","0","42","false","true"
"765","0","0.2","1","0.3","0","true","0","380","true","false"
"772","0","0.2","1","0.3","0","true","0","19","false","true"
"773","0","0.2","1","0.3","0","true","0","43","false","true"
"774","0","0.2","1","0.3","0","true","0","19","false","true"
"775","0","0.2","1","0.3","0","true","0","21","false","true"
"776","0","0.2","1","0.3","0","true","0","20","false","true"
"769","0","0.2","1","0.3","0","true","0","622","true","false"
"778","0","0.2","1","0.3","0","true","0","22","false","true"
"779","0","0.2","1","0.3","0","true","0","20","false","true"
"764","0","0.2","1","0.3","0","true","0","803","true","false"
"771","0","0.2","1","0.3","0","true","0","533","true","false"
"781","0","0.2","1","0.3","0","true","0","43","false","true"
"783","0","0.2","1","0.3","0","true","0","21","false","true"
"782","0","0.2","1","0.3","0","true","0","19","false","true"
"784","0","0.2","1","0.3","0","true","0","17","false","true"
"785","0","0.2","1","0.3","0","true","0","27","false","true"
"786","0","0.2","1","0.3","0","true","0","27","false","true"
"787","0","0.2","1","0.3","0","true","0","18","false","true"
"788","0","0.2","1","0.3","0","true","0","22","false","true"
"790","0","0.2","1","0.3","0","true","0","21","false","true"
"777","0","0.2","1","0.3","0","true","0","420","true","false"
"791","0","0.2","1","0.3","0","true","0","19","false","true"
"792","0","0.2","1","0.3","0","true","0","25","false","true"
"793","0","0.2","1","0.3","0","true","0","31","false","true"
"794","0","0.2","1","0.3","0","true","0","54","false","true"
"796","0","0.2","1","0.3","0","true","0","29","false","true"
"797","0","0.2","1","0.3","0","true","0","17","false","true"
"798","0","0.2","1","0.3","0","true","0","29","false","true"
"799","0","0.2","1","0.3","0","true","0","21","false","true"
"780","0","0.2","1","0.3","0","true","0","491","true","false"
"795","0","0.2","1","0.3","0","true","0","510","true","false"
"802","0","0.2","1","0.4","0","true","0","45","false","true"
"803","0","0.2","1","0.4","0","true","0","44","false","true"
"804","0","0.2","1","0.4","0","true","0","31","false","true"
"800","0","0.2","1","0.3","0","true","0","564","true","false"
"789","0","0.2","1","0.3","0","true","0","663","true","false"
"801","0","0.2","1","0.4","0","true","0","671","true","false"
"807","0","0.2","1","0.4","0","true","0","258","true","false"
"806","0","0.2","1","0.4","0","true","0","525","true","false"
"810","0","0.2","1","0.4","0","true","0","41","false","true"
"811","0","0.2","1","0.4","0","true","0","26","false","true"
"808","0","0.2","1","0.4","0","true","0","514","true","false"
"813","0","0.2","1","0.4","0","true","0","29","false","true"
"814","0","0.2","1","0.4","0","true","0","27","false","true"
"815","0","0.2","1","0.4","0","true","0","509","true","false"
"816","0","0.2","1","0.4","0","true","0","21","false","true"
"809","0","0.2","1","0.4","0","true","0","797","true","false"
"812","0","0.2","1","0.4","0","true","0","841","true","false"
"805","0","0.2","1","0.4","0","true","0","1835","true","false"
"819","0","0.2","1","0.4","0","true","0","612","true","false"
"818","0","0.2","1","0.4","0","true","0","403","true","false"
"817","0","0.2","1","0.4","0","true","0","824","true","false"
"820","0","0.2","1","0.4","0","true","0","597","true","false"
"824","0","0.2","1","0.4","0","true","0","31","false","true"
"825","0","0.2","1","0.4","0","true","0","20","false","true"
"823","0","0.2","1","0.4","0","true","0","424","true","false"
"821","0","0.2","1","0.4","0","true","0","603","true","false"
"826","0","0.2","1","0.4","0","true","0","418","true","false"
"829","0","0.2","1","0.4","0","true","0","44","false","true"
"822","0","0.2","1","0.4","0","true","0","650","true","false"
"827","0","0.2","1","0.4","0","true","0","435","true","false"
"828","0","0.2","1","0.4","0","true","0","365","true","false"
"833","0","0.2","1","0.4","0","true","0","33","false","true"
"831","0","0.2","1","0.4","0","true","0","370","true","false"
"830","0","0.2","1","0.4","0","true","0","510","true","false"
"836","0","0.2","1","0.4","0","true","0","57","false","true"
"837","0","0.2","1","0.4","0","true","0","101","false","true"
"832","0","0.2","1","0.4","0","true","0","531","true","false"
"838","0","0.2","1","0.4","0","true","0","33","false","true"
"834","0","0.2","1","0.4","0","true","0","715","true","false"
"841","0","0.2","1","0.4","0","true","0","24","false","true"
"842","0","0.2","1","0.4","0","true","0","22","false","true"
"835","0","0.2","1","0.4","0","true","0","347","true","false"
"844","0","0.2","1","0.4","0","true","0","25","false","true"
"840","0","0.2","1","0.4","0","true","0","515","true","false"
"839","0","0.2","1","0.4","0","true","0","615","true","false"
"843","0","0.2","1","0.4","0","true","0","651","true","false"
"848","0","0.2","1","0.4","0","true","0","37","false","true"
"849","0","0.2","1","0.4","0","true","0","45","false","true"
"845","0","0.2","1","0.4","0","true","0","807","true","false"
"851","0","0.2","1","0.4","0","true","0","51","false","true"
"846","0","0.2","1","0.4","0","true","0","1119","true","false"
"850","0","0.2","1","0.4","0","true","0","648","true","false"
"847","0","0.2","1","0.4","0","true","0","1226","true","false"
"854","0","0.2","1","0.4","0","true","0","131","false","true"
"853","0","0.2","1","0.4","0","true","0","305","true","false"
"856","0","0.2","1","0.4","0","true","0","383","true","false"
"858","0","0.2","1","0.4","0","true","0","26","false","true"
"855","0","0.2","1","0.4","0","true","0","526","true","false"
"860","0","0.2","1","0.4","0","true","0","24","false","true"
"857","0","0.2","1","0.4","0","true","0","439","true","false"
"862","0","0.2","1","0.4","0","true","0","26","false","true"
"852","0","0.2","1","0.4","0","true","0","722","true","false"
"859","0","0.2","1","0.4","0","true","0","491","true","false"
"863","0","0.2","1","0.4","0","true","0","340","true","false"
"865","0","0.2","1","0.4","0","true","0","33","false","true"
"866","0","0.2","1","0.4","0","true","0","38","false","true"
"867","0","0.2","1","0.4","0","true","0","38","false","true"
"868","0","0.2","1","0.4","0","true","0","17","false","true"
"869","0","0.2","1","0.4","0","true","0","41","false","true"
"871","0","0.2","1","0.4","0","true","0","46","false","true"
"864","0","0.2","1","0.4","0","true","0","390","true","false"
"872","0","0.2","1","0.4","0","true","0","204","true","false"
"870","0","0.2","1","0.4","0","true","0","337","true","false"
"875","0","0.2","1","0.4","0","true","0","47","false","true"
"876","0","0.2","1","0.4","0","true","0","30","false","true"
"877","0","0.2","1","0.4","0","true","0","34","false","true"
"874","0","0.2","1","0.4","0","true","0","292","true","false"
"879","0","0.2","1","0.4","0","true","0","51","false","true"
"880","0","0.2","1","0.4","0","true","0","27","false","true"
"861","0","0.2","1","0.4","0","true","0","1273","true","false"
"882","0","0.2","1","0.4","0","true","0","104","false","true"
"873","0","0.2","1","0.4","0","true","0","660","true","false"
"883","0","0.2","1","0.4","0","true","0","43","false","true"
"884","0","0.2","1","0.4","0","true","0","35","false","true"
"881","0","0.2","1","0.4","0","true","0","367","true","false"
"878","0","0.2","1","0.4","0","true","0","729","true","false"
"888","0","0.2","1","0.4","0","true","0","46","false","true"
"889","0","0.2","1","0.4","0","true","0","29","false","true"
"887","0","0.2","1","0.4","0","true","0","515","true","false"
"886","0","0.2","1","0.4","0","true","0","487","true","false"
"885","0","0.2","1","0.4","0","true","0","918","true","false"
"891","0","0.2","1","0.4","0","true","0","669","true","false"
"894","0","0.2","1","0.4","0","true","0","26","false","true"
"890","0","0.2","1","0.4","0","true","0","1012","true","false"
"896","0","0.2","1","0.4","0","true","0","73","false","true"
"893","0","0.2","1","0.4","0","true","0","739","true","false"
"897","0","0.2","1","0.4","0","true","0","266","true","false"
"895","0","0.2","1","0.4","0","true","0","701","true","false"
"900","0","0.2","1","0.4","0","true","0","27","false","true"
"899","0","0.2","1","0.4","0","true","0","383","true","false"
"898","0","0.2","1","0.4","0","true","0","478","true","false"
"892","0","0.2","1","0.4","0","true","0","823","true","false"
"902","0","0.2","1","0.5","0","true","0","429","true","false"
"901","0","0.2","1","0.5","0","true","0","530","true","false"
"904","0","0.2","1","0.5","0","true","0","307","true","false"
"906","0","0.2","1","0.5","0","true","0","448","true","false"
"903","0","0.2","1","0.5","0","true","0","1000","true","false"
"905","0","0.2","1","0.5","0","true","0","942","true","false"
"907","0","0.2","1","0.5","0","true","0","547","true","false"
"908","0","0.2","1","0.5","0","true","0","416","true","false"
"911","0","0.2","1","0.5","0","true","0","276","true","false"
"910","0","0.2","1","0.5","0","true","0","371","true","false"
"909","0","0.2","1","0.5","0","true","0","827","true","false"
"914","0","0.2","1","0.5","0","true","0","304","true","false"
"913","0","0.2","1","0.5","0","true","0","390","true","false"
"912","0","0.2","1","0.5","0","true","0","875","true","false"
"916","0","0.2","1","0.5","0","true","0","302","true","false"
"915","0","0.2","1","0.5","0","true","0","496","true","false"
"919","0","0.2","1","0.5","0","true","0","287","true","false"
"921","0","0.2","1","0.5","0","true","0","58","false","true"
"917","0","0.2","1","0.5","0","true","0","470","true","false"
"918","0","0.2","1","0.5","0","true","0","586","true","false"
"920","0","0.2","1","0.5","0","true","0","652","true","false"
"922","0","0.2","1","0.5","0","true","0","345","true","false"
"925","0","0.2","1","0.5","0","true","0","260","true","false"
"924","0","0.2","1","0.5","0","true","0","741","true","false"
"926","0","0.2","1","0.5","0","true","0","585","true","false"
"923","0","0.2","1","0.5","0","true","0","768","true","false"
"930","0","0.2","1","0.5","0","true","0","57","false","true"
"929","0","0.2","1","0.5","0","true","0","502","true","false"
"927","0","0.2","1","0.5","0","true","0","909","true","false"
"928","0","0.2","1","0.5","0","true","0","805","true","false"
"931","0","0.2","1","0.5","0","true","0","272","true","false"
"932","0","0.2","1","0.5","0","true","0","443","true","false"
"934","0","0.2","1","0.5","0","true","0","310","true","false"
"937","0","0.2","1","0.5","0","true","0","277","true","false"
"938","0","0.2","1","0.5","0","true","0","50","false","true"
"936","0","0.2","1","0.5","0","true","0","417","true","false"
"939","0","0.2","1","0.5","0","true","0","35","false","true"
"935","0","0.2","1","0.5","0","true","0","574","true","false"
"940","0","0.2","1","0.5","0","true","0","325","true","false"
"933","0","0.2","1","0.5","0","true","0","1167","true","false"
"941","0","0.2","1","0.5","0","true","0","592","true","false"
"944","0","0.2","1","0.5","0","true","0","241","true","false"
"943","0","0.2","1","0.5","0","true","0","632","true","false"
"942","0","0.2","1","0.5","0","true","0","467","true","false"
"947","0","0.2","1","0.5","0","true","0","311","true","false"
"946","0","0.2","1","0.5","0","true","0","725","true","false"
"945","0","0.2","1","0.5","0","true","0","763","true","false"
"951","0","0.2","1","0.5","0","true","0","382","true","false"
"949","0","0.2","1","0.5","0","true","0","530","true","false"
"952","0","0.2","1","0.5","0","true","0","214","true","false"
"950","0","0.2","1","0.5","0","true","0","679","true","false"
"953","0","0.2","1","0.5","0","true","0","266","true","false"
"948","0","0.2","1","0.5","0","true","0","671","true","false"
"956","0","0.2","1","0.5","0","true","0","322","true","false"
"955","0","0.2","1","0.5","0","true","0","513","true","false"
"957","0","0.2","1","0.5","0","true","0","368","true","false"
"960","0","0.2","1","0.5","0","true","0","38","false","true"
"959","0","0.2","1","0.5","0","true","0","224","true","false"
"954","0","0.2","1","0.5","0","true","0","945","true","false"
"958","0","0.2","1","0.5","0","true","0","526","true","false"
"962","0","0.2","1","0.5","0","true","0","434","true","false"
"961","0","0.2","1","0.5","0","true","0","486","true","false"
"963","0","0.2","1","0.5","0","true","0","463","true","false"
"965","0","0.2","1","0.5","0","true","0","291","true","false"
"964","0","0.2","1","0.5","0","true","0","685","true","false"
"966","0","0.2","1","0.5","0","true","0","385","true","false"
"967","0","0.2","1","0.5","0","true","0","572","true","false"
"970","0","0.2","1","0.5","0","true","0","187","false","true"
"968","0","0.2","1","0.5","0","true","0","527","true","false"
"969","0","0.2","1","0.5","0","true","0","436","true","false"
"974","0","0.2","1","0.5","0","true","0","413","true","false"
"971","0","0.2","1","0.5","0","true","0","617","true","false"
"976","0","0.2","1","0.5","0","true","0","33","false","true"
"973","0","0.2","1","0.5","0","true","0","647","true","false"
